Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Greater Accra,Dangme East,Sege Health Centre,Health Centre,Sege,Government,5.875310,0.361370
Greater Accra,Accra Metropolitan,Shwectzer Clinic,Clinic,Accra,Private,5.545020,-0.208230
Greater Accra,Accra Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.554080,-0.208890
Greater Accra,Tema Metropolitan,SIC Bob Freeman Clinic,Hospital,Adabraka (near Goil headoffice),Quasi-Government,5.554080,-0.208890
Greater Accra,Tema Metropolitan,Sinel Specialist Hospital,Clinic,Tema Community 10,Private,5.656120,-0.014810
Greater Accra,Tema Metropolitan,Skin Clinic,Clinic,Tema Community 1,Private,5.651590,-0.005020
Greater Accra,Tema Metropolitan,Solace Medical Certical Centre,Health Centre,Ashaiman Community 12,Private,5.677820,-0.029540
Greater Accra,Accra Metropolitan,Specialist Hospital & Family Planning Centre,Hospital,Dansoman (SSNIT flats),Private,5.565070,-0.273090
Greater Accra,Tema Metropolitan,SSNIT Clinic,Clinic,Tema Community 2,Quasi-Government,5.633300,-0.012610
Greater Accra,Dangme West,St Andrews Catholic Clinic,Clinic,Kordiabe,CHAG,5.925280,0.017980
Greater Accra,Accra Metropolitan,St Andrews Clinic,Clinic,Adabraka (near NCR Offices & cinema area),Private,5.558520,-0.213370
Greater Accra,Accra Metropolitan,St Andrews Clinic,Clinic,Roman Ridge,Private,5.558520,-0.213370
Greater Accra,Tema Metropolitan,St Anthony's Clinic,Hospital,Tema Community 1,Private,5.649540,-0.002990
Greater Accra,Accra Metropolitan,St Bernard Eye Clinic,Clinic,Kokomlemle,Private,5.574090,-0.207610
Greater Accra,Tema Metropolitan,St Georges Family Clinic,Clinic,Adenta,Private,5.702630,-0.170560
Greater Accra,Accra Metropolitan,St Gloria's Clinic & Maternity Home,Clinic,Agege (Karikari area),Private,5.531910,-0.262330
Greater Accra,Tema Metropolitan,St John's Clinic,Clinic,Tema Manhean,Private,5.656650,0.028270
Greater Accra,Accra Metropolitan,St Luke's Clinic,Clinic,Airport residential area,Private,5.614400,-0.177760
Greater Accra,Accra Metropolitan,St Martin's Clinic,Clinic,Nima (near gutter ),Private,5.588120,-0.198190
Greater Accra,Accra Metropolitan,St Mathew's Clinic,Hospital,New Achimota (mile 7),Private,5.632860,-0.240570
Greater Accra,Accra Metropolitan,St Maurice Maternity Home,Maternity Home,La,Private,5.565420,-0.144680
Greater Accra,Tema Metropolitan,St Nicholas Hospital,Hospital,Tema Community 5,Private,5.648110,-0.013170
Greater Accra,Tema Metropolitan,Stadium Clinic,Clinic,Osu,Government,5.551190,-0.193820
Greater Accra,Ga West,Stand Firm Maternity Home,Maternity Home,Pokuase,Private,5.694430,-0.280260
Greater Accra,Ga East,Star Clinic,Clinic,Taifa,Private,5.662220,-0.249950
Greater Accra,Accra Metropolitan,Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),Hospital,Maamobi,Private,5.594480,-0.195460
Greater Accra,Tema Metropolitan,Sulemana Memorial Hospital Ltd (formerly Islamic Foundation Clinic),Hospital,Maamobi,Private,5.594480,-0.195460
Greater Accra,Tema Metropolitan,Sunrise Clinic,Clinic,Kaneshie (near mkt),Private,5.568110,-0.240510
Greater Accra,Accra Metropolitan,Su-san Clinic,Clinic,Sukura,Private,5.557310,-0.246790
Greater Accra,Accra Metropolitan,Swan Clinic,Clinic,Adenta,Private,5.689600,-0.173220
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Osu,Private,5.554380,-0.171840
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Osu,Private,5.554380,-0.171840
Greater Accra,Tema Metropolitan,Swan Clinic,Clinic,Adenta,Private,5.689600,-0.173220
Greater Accra,Ga West,Taifa Station Clinic Annex (Theatre Only),Clinic,Taifa,Private,5.657090,-0.251370
Greater Accra,Accra Metropolitan,Tee's Maternity Home,Maternity Home,La,Private,5.571940,-0.149550
Greater Accra,Tema Metropolitan,Tema Christian Eye Clinic,Clinic,Tema Community 1,Private,5.645650,-0.009110
Greater Accra,Tema Metropolitan,Tema Municipal Health Directorate,District Health Directorate,Tema Community 1,Government,5.639790,-0.008930
Greater Accra,Tema Metropolitan,Tema General Hospital,Hospital,Tema,Government,5.673870,-0.024960
Greater Accra,Tema Metropolitan,Tema Manhean Health Centre,Health Centre,Tema Manhean,Government,5.647830,0.024280
Greater Accra,Tema Metropolitan,Tema Oil Refinary Clinic,Clinic,Tema Heavy Industrial Town,Quasi-Government,5.665750,0.005780
Greater Accra,Tema Metropolitan,Tema Polyclinic,Polyclinic,Tema Community 2,Government,5.635560,-0.006670
Greater Accra,Tema Metropolitan,Tema Women's Hospital,Hospital,Tema Community 10,Private,5.665600,-0.019020
Greater Accra,Accra Metropolitan,Teshie Community Clinic,Clinic,Teshie,Government,5.576960,-0.106440
Greater Accra,Tema Metropolitan,The Achimota Clinic,Clinic,Mile 7 (New Achimota),Government,5.629300,-0.247810
Greater Accra,Accra Metropolitan,The Clinic,Clinic,Zongo junction,Private,5.557500,-0.240810
Greater Accra,Accra Metropolitan,The Finger of God Maternity Home,Maternity Home,Teshie,Private,5.576780,-0.109850
Greater Accra,Tema Metropolitan,The Healing Star Clinic,Clinic,Tema,Private,5.695910,-0.013480
Greater Accra,Accra Metropolitan,The King & 1 Eye Clinic,Clinic,East Legon (before America house road),Private,5.645210,-0.153770
Greater Accra,Accra Metropolitan,The Oak Street Clinic,Clinic,Teshie/Nungua,Private,5.590620,-0.099220
Greater Accra,Accra Metropolitan,The Rock Hospital,Hospital,Odorkor,Private,5.584830,-0.262700
Greater Accra,Tema Metropolitan,The Tema Clinic (West End Specialist Clinic),Clinic,Tema Community 2,Private,5.624770,-0.019110
Greater Accra,Ga West,Trinity Clinic,Clinic,Santamaria,Private,5.602800,-0.371300
Greater Accra,Accra Metropolitan,Trust Hospital (SSNIT Hospital),Hospital,Osu,Quasi-Government,5.562440,-0.181740
Greater Accra,Accra Metropolitan,TUC Clinic,Clinic,Adabraka,government,5.555500,-0.204950
Greater Accra,Accra Metropolitan,Unicorn Memorial Clinic,Hospital,Teshie,Private,5.578180,-0.111810
Greater Accra,Tema Metropolitan,Unilever Clinic,Clinic,Tema Fishing Habour,Private,5.644680,0.008870
Greater Accra,Accra Metropolitan,University Hospital (Legon Hospital),Hospital,Legon,Quasi-Government,5.651410,-0.177940
Greater Accra,Accra Metropolitan,University of Ghana Medical School,Training Institution,Korle-Bu,Government,5.538570,-0.229330
Greater Accra,Tema Metropolitan,Urban Health Centre,Clinic,Ashaiman Lebanon,Private,5.707980,-0.046130
Greater Accra,Tema Metropolitan,Valco Hospital,Hospital,Tema Heavy Industrial Town,Private,5.668860,0.034680
Greater Accra,Accra Metropolitan,Vicon Specialist Hospital / Mat home,Hospital,Dansoman (Sahara),Private,5.551800,-0.266710
Greater Accra,Accra Metropolitan,Vic's Maternity Home,Maternity Home,New Town,Private,5.584220,-0.207760
Greater Accra,Accra Metropolitan,Victor's Maternity & Child Health Clinic,Maternity Home,Bubuashie,Private,5.528730,-0.233660
Greater Accra,Tema Metropolitan,Voice of the Lord Maternity Home & Clinic,Clinic,Lashibi,Private,5.664610,-0.049780
Greater Accra,Tema Metropolitan,Volta Clinic,Clinic,Nima,Private,5.586540,-0.197240
Greater Accra,Accra Metropolitan,VRA Clinic,Clinic,Osu,Quasi-Government,5.554370,-0.180780
Greater Accra,Ga East,We Care Medical centre,Clinic,Madina,Private,5.678440,-0.174330
Greater Accra,Tema Metropolitan,White Eagle Clinic,Clinic,Sakumano Estate,Private,5.624200,-0.069290
Greater Accra,Accra Metropolitan,White House Clinic,Clinic,Dansoman (Ebenezer rd),Private,5.536200,-0.265690
Greater Accra,Accra Metropolitan,Zoti Clinic,Clinic,Lartebiokorshie (opposite hope sch),Private,5.546480,-0.230490
Greater Accra,Accra Metropolitan,Memorial Clinic,Clinic,5th Bank Lane (Near Bank of Ghana),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,James Camp Borstral Clinic,Clinic,Roman Ridge,Quasi-Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Joana Clinic,Clinic,Kokomlemle,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Twumasi-Waah Memorial Hospital,Hospital,East Legon (before America house road),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Eye Link,Clinic,Abelenkpe,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Save the Nation Sight,Clinic,Atraco,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Family Health Ltd.,Hospital,Teshie,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Dental Clinic,Clinic,Teshie/Nungua Estate (branch off at A-Life junction),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,North Labone Dental Clinic,Clinic,North Labone,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,S & S Medical Centre,Clinic,Labadi,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Philips Clinic,Clinic,Airport,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Teshie Health Assistants Training School,Training Institution,Teshie,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,C & J Medicare,Hospital,Tudu,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Charisma Dental Clinic,Clinic,Osu (Oxford Street),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Nuffield Clinic,Clinic,Osu RE,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Executive Health Care Unit,Clinic,Ringway Estate (Angola Rd.),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Spaes Dental Clinic,Clinic,Ringway Estate,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Ayifua Clinic,Clinic,Nyaniba Estate (Osu),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Otoo Memorial Dental Clinic,Clinic,Adabraka (94 Kojo Thompson Rd. - Premises of Avenida Hotel),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Family Clinic,Clinic,Adabraka,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Civil Service Clinic,Clinic,Osu,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Obenfo Hospital,Hospital,Mataheko,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Hanson Medical Centre,Clinic,North Odorkor,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Aroma Dental Clinic,Clinic,Zongo (near night market),Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Bethany Medical Centre,Clinic,Kaneshie,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Lighthouse Mission,Clinic,Tesano,Private,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Achimota Hospital,Hospital,Achimota,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Fire Medical Centre,Clinic,James Town,Government,5.580728,-0.210466999999994
Greater Accra,Ga East,Madina Health Centre,Clinic,Madina (New Road),Government,5.708873,-0.243230700000026
Greater Accra,Ga East,Superior Medical Centre,Clinic,Dome,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Clements Clinic,Clinic,Dome (Near Petrol Station),Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Pantang Health Assistants Training School,Training Institution,Pantang,Government,5.708873,-0.243230700000026
Greater Accra,Ga East,CMFR Clinic,Clinic,Hatso,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Dr Koranteng Dental Clinic,Clinic,Madina,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,African Moslem Clinic,Clinic,Madina,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Victoria Clinic,Clinic,Madina,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Leonard Clinic,Clinic,Madina,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Van Medical Centre,Hospital,Ashongman,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Passion Clinic,Clinic,Ogbojo,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Taifa CHPS,Clinic,Taifa,Government,5.708873,-0.243230700000026
Greater Accra,Ga East,Jilac Specialist Hospital,Hospital,Dome,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Beans Clinic,Clinic,,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,St Clement Clinic,Clinic,Dome,Private,5.708873,-0.243230700000026
Greater Accra,Ga East,Taifa CHPS,CHPS,Taifa,Government,5.708873,-0.243230700000026
Greater Accra,Ga East,Dela Clinic,Clinic,Madina (Old Road),Private,5.708873,-0.243230700000026
Greater Accra,Ga West,Holy Dove Hospital,Hospital,New Achimota,Private,5.708873,-0.243230700000026
Greater Accra,Ga West,The New Achimota Clinic,Clinic,New Achimota,Private,5.708873,-0.243230700000026
Greater Accra,Ga West,Bertmis Maternity Home,Maternity Home,Tabora,Private,5.708873,-0.243230700000026
Greater Accra,Tema Metropolitan,Green House Clinic,Clinic,Spintex Road,Private,5.64767,-0.001539600000001
Greater Accra,Tema Metropolitan,Dziram Eye Clinic,Clinic,Baatsona,Private,5.64767,-0.001539600000001
Greater Accra,Accra Metropolitan,Korle-Bu Opthamalmic,Training Institution,Korle-Bu,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Korle-Bu Pery Operative,Training Institution,Korle-Bu,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Korle-Bu Public Health,Training Institution,Korle-Bu,Government,5.580728,-0.210466999999994
Greater Accra,Accra Metropolitan,Military Nurses Training College,Training Institution,37,Government,5.580728,-0.210466999999994
Greater Accra,Ga West,Western Hills School of Nursing (General Nursing),Training Institution,Ofankor,Private,5.6667219,-0.356007599999998
Greater Accra,Ga East,Health Concern (Health Assistants Clinical),Training Institution,Hatso,Private,5.708873,-0.243230700000026
Greater Accra,Tema Metropolitan,Nyaniba (Health Assistants Training School Clinical),Training Institution,Tema,Private,5.64767,-0.001539600000001
Greater Accra,Accra Metropolitan,Martin Luther Health Assistants Training School,Training Institution,Odorkor,Private,5.580728,-0.210466999999994
Northern,Bole,Bamboi Health Centre,Health Centre,Bamboi,Government,8.165140,-2.032380
Northern,Bole,Jama Health Centre,Health Centre,Jama,Government,8.299980,-2.185070
Northern,Bole,Catholic PHC,Health Centre,Bole,CHAG,9.032230,-2.486610
Northern,Bole,Bole Hospital,District Hospital,Bole,Government,9.027600,-2.497360
Northern,Bole,Bole District Health Directorate,District Health Directorate,Bole,Government,9.027680,-2.496690
Northern,Bole,Tinga Health Centre,Health Centre,Tinga,Government,8.581310,-2.224440
Northern,Bole,Banda-Nkwanta CHPS,CHPS,Banda-Nkwanta,Government,8.353140,-2.136590
Northern,Bole,Mandari Health Centre,Health Centre,Mandari,Government,9.023440,-2.577670
Northern,Bunkpurugu-Yunyuo,Yunyoo  Health Centre,Health Centre,Yunyoo,Government,10.480940,-0.015750
Northern,Bunkpurugu-Yunyuo,Bunkpurugu  Health Centre,Health Centre,Bunkpurugu,Government,10.522350,-0.088940
Northern,Bunkpurugu-Yunyuo,Bunkpurugu-Yunyuo District Health Directorate,District Health Directorate,Bunkpurugu,Government,10.522350,-0.088940
Northern,Bunkpurugu-Yunyuo,Rabito Clinic,Clinic,Bunkpurugu,Private,10.522350,-0.088940
Northern,Bunkpurugu-Yunyuo,Jimbale Health Centre,Health Centre,Gimbale,Government,10.455240,-0.011240
Northern,Bunkpurugu-Yunyuo,Binde  Rural  Hospital,Hospital,Binde,CHAG,10.565620,-0.028760
Northern,Bunkpurugu-Yunyuo,Nakpanduri  Health Centre,Health Centre,Nakpanduri,CHAG,10.635010,-0.179420
Northern,Bunkpurugu-Yunyuo,Nasuan  Health Centre,Health Centre,Nasuan,Government,10.513220,-0.165780
Northern,Central Gonja,Tina's Maternity Home,Maternity Home,Buipe,Private,8.769730,-1.452840
Northern,Central Gonja,Buipe Health Centre,Health Centre,Buipe,Government,8.783740,-1.469390
Northern,Central Gonja,Central Gonja District Health Directorate,District Health Directorate,Buipe,Government,8.783550,-1.469310
Northern,Central Gonja,Kusawgu Health Centre,Health Centre,Kusawgu,CHAG,9.198810,-1.050460
Northern,Central Gonja,Sankpala CHPS,CHPS,Sankpala,Government,9.264260,-1.005020
Northern,Central Gonja,Mpaha Health Centre,Health Centre,Mpaha,Government,8.745810,-1.113870
Northern,Central Gonja,Tuluwe Health Centre,Health Centre,Tuluwe,Government,8.712560,-0.931530
Northern,Central Gonja,Yapei Health Centre,Health Centre,Yapei,Government,9.143250,-1.154700
Northern,East Gonja,Abromase Health Centre,Health Centre,Abromase,Government,8.464210,-1.016150
Northern,East Gonja,Buma Health Centre,Health Centre,Buma,Government,8.298270,-0.855360
Northern,East Gonja,FAME Health Centre,Health Centre,Ekumde,Government,8.464890,-0.203860
Northern,East Gonja,Jantong CHPS,CHPS,Jantong,Government,9.233570,-0.401150
Northern,East Gonja,Kpalbe Health Centre,Health Centre,Kpalbe,Government,9.119860,-0.555310
Northern,East Gonja,Blajai E.P. Health Centre,Health Centre,Blajai,CHAG,8.375640,0.101650
Northern,East Gonja,Kitare  Health Centre,Health Centre,Kitare,Government,8.262440,-0.180550
Northern,East Gonja,Oti River Hospital,Hospital,Nkanchina,Government,8.450500,-0.075820
Northern,East Gonja,Kpandai Health Centre,Health Centre,Kpandai,Government,8.463270,0.006060
Northern,East Gonja,WEC Health Centre,Health Centre,Kpandai,Government,8.457680,0.012280
Northern,East Gonja,Lonto Health Centre,Health Centre,Lonton,Government,8.204970,-0.406300
Northern,East Gonja,Loloto Health Centre,Health Centre,Loloto,CHAG,8.365550,-0.403010
Northern,East Gonja,Gulbi  Quarters Health Centre,Health Centre,Gulbi Quarters,Government,8.259750,-0.239380
Northern,East Gonja,Sabojida Health Centre,Health Centre,Sabonjida,Government,8.312040,-0.306210
Northern,East Gonja,Bunjai CHPS,CHPS,Bunjai,Government,8.737410,-0.505970
Northern,East Gonja,Makango Health Centre,Health Centre,Makango,CHAG,8.324210,-0.619210
Northern,East Gonja,Salaga  Hospital,District Hospital,Salaga,Government,8.557330,-0.514370
Northern,East Gonja,East Gonja District Health Directorate,District Health Directorate,Salaga,Government,8.556530,-0.512670
Northern,East Gonja,Catholic PHC,Clinic,Salaga,Government,8.548880,-0.519120
Northern,East Mamprusi,Gambaga Health Centre,Health Centre,Gambaga,Government,10.528000,-0.440410
Northern,East Mamprusi,East Mamprusi District Health Directorate,District Health Directorate,Gambaga,Government,10.528000,-0.440700
Northern,East Mamprusi,Gbintiri Health Centre,Health Centre,Gbintiri,Government,10.281230,-0.119960
Northern,East Mamprusi,Wundua CHPS,CHPS,Wundua,Government,10.333910,-0.533810
Northern,East Mamprusi,Langbinsi Presby Health Centre,Health Centre,Langbinsi,CHAG,10.407470,-0.560170
Northern,East Mamprusi,Baptist Medical Centre,District Hospital,Nalerigu,CHAG,10.519730,-0.365730
Northern,East Mamprusi,Sakogu Health Centre,Health Centre,Sakogu,Government,10.575800,-0.278090
Northern,East Mamprusi,Gbingbani Health Centre,Health Centre,Gbingbani,Government,10.387060,-0.183740
Northern,Gushegu,Gushegu  Hospital,District Hospital,Gushegu,Government,9.928140,-0.214890
Northern,Gushegu,Katani CHPS,CHPS,Katani,Government,10.162000,-0.084590
Northern,Gushegu,Gushegu District Health Directorate,District Health Directorate,Gushegu,Government,9.928140,-0.214890
Northern,Gushegu,Galwei Health Centre,Health Centre,Galwei,Government,9.621400,-0.438950
Northern,Gushegu,Kpatinga Health Centre,Health Centre,Kpatinga,Government,9.767050,-0.267690
Northern,Gushegu,Zinindo CHPS,CHPS,Zinindo,Government,9.621900,-0.567950
Northern,Karaga,Karaga Health Centre,Health Centre,Karaga,Government,9.915630,-0.431590
Northern,Karaga,Karaga District Health Directorate,District Health Directorate,Karaga,Government,9.919890,-0.431390
Northern,Karaga,Nyong CHPS,CHPS,Nyong,Government,9.883200,-0.625530
Northern,Karaga,Pishegu Health Centre,Health Centre,Pishegu,Government,9.966820,-0.647040
Northern,Nanumba North,Bimbilla  Hospital,District Hospital,Bimbilla,Government,8.857560,-0.055620
Northern,Nanumba North,Nanumba North District Health Directorate,District Health Directorate,Bimbilla,Government,8.857300,0.055070
Northern,Nanumba North,Binchera  Health Centre,Health Centre,Binchera,Government,9.113340,-0.001200
Northern,Nanumba North,Lanja  Health Centre,Health Centre,Lanja,Government,9.177360,-0.017950
Northern,Nanumba North,Chamba  Health Centre,Health Centre,Chamba,CHAG,8.693740,-0.139590
Northern,Nanumba North,Makayili  Health Centre,Health Centre,Makayili,Government,9.000930,-0.017170
Northern,Nanumba North,Juo CHPS,CHPS,Juo,Government,9.021610,-0.076410
Northern,Nanumba South,Lungni Health Centre,Health Centre,Lungni,Government,8.558140,-0.003150
Northern,Nanumba South,Nakpayili CHPS,CHPS,Nakpayili,Government,8.760460,0.053590
Northern,Nanumba South,Pudua Health Centre,Health Centre,Pudua,Government,8.869830,0.274770
Northern,Nanumba South,Nanumba South District Health Directorate,District Health Directorate,Welensi,Government,8.656380,0.003440
Northern,Nanumba South,Wulensi Health Centre,Health Centre,Wulensi,Government,8.656380,0.003440
Northern,Nanumba South,Kukuo CHPS,CHPS,Kukuo,Government,8.847720,0.157470
Northern,Saboba-Chereponi,Bunburika CHPS,CHPS,Bunburika,Government,10.400560,0.254250
Northern,Saboba-Chereponi,Wanjoga CHPS,CHPS,Wanjuga,Government,10.215640,0.330120
Northern,Saboba-Chereponi,Chereponi Health Centre,Health Centre,Chereponi,Government,10.131180,0.287350
Northern,Saboba-Chereponi,Gbangbanpong CHPS,CHPS,Gbangbanpong,Government,9.850650,0.304350
Northern,Saboba-Chereponi,Saboba Medical Centre,Hospital,Saboba,CHAG,9.709650,0.319240
Northern,Saboba-Chereponi,Saboba Chereponi District Health Directorate,District Health Directorate,Saboba,Government,9.708650,0.321390
Northern,Saboba-Chereponi,Sambuli Health Centre,Health Centre,Sambuli,CHAG,9.598730,0.276610
Northern,Saboba-Chereponi,Kpalba E.P Health Centre,Health Centre,Kpalba,CHAG,9.535800,0.225780
Northern,Saboba-Chereponi,Wapuli E.P. Health Centre,Health Centre,Wapuli,CHAG,9.739560,0.104640
Northern,Saboba-Chereponi,Garinkuka CHPS,CHPS,Garinkuka,Government,9.741520,0.134330
Northern,Saboba-Chereponi,Wenchiki Health Centre,Health Centre,Wenchiki,Government,10.273200,0.207740
Northern,Saboba-Chereponi,Saboba RCH,RCH,Saboba,Government,9.715980,0.319000
Northern,Savelugu-Nanton,Nanton Health Centre,Health Centre,Nanton,Government,9.545520,-0.734220
Northern,Savelugu-Nanton,Pong Tamale Health Centre,Health Centre,Pong Tamale,Government,9.682280,-0.833540
Northern,Savelugu-Nanton,Diare Health Centre,Health Centre,Diare,Government,9.874570,-0.875830
Northern,Savelugu-Nanton,Pigu CHPS,CHPS,Pigu,Government,9.979980,-0.823630
Northern,Savelugu-Nanton,Zoggu Health Centre,Health Centre,Zoggu,Government,9.667210,-0.715740
Northern,Savelugu-Nanton,Savelugu  Hospital,Hospital,Savelugu,Government,9.618620,-0.829290
Northern,Savelugu-Nanton,Bruham  Maternity Home,Clinic,Savelugu,Private,9.621950,-0.829120
Northern,Savelugu-Nanton,Mogla Health Centre,Health Centre,Moglaa,Government,9.593400,-0.873160
Northern,Savelugu-Nanton,Jonjori Health Centre,Health Centre,Janjori,Government,9.652740,-0.693600
Northern,Savelugu-Nanton,Savelugu  Hospital,District Hospital,Savelugu,Government,9.618620,-0.829290
Northern,Savelugu-Nanton,Savelugu Nanton District Health Directorate,District Health Directorate,Savelugu,Government,9.618620,-0.829290
Northern,Savelugu-Nanton,Tampion Health Centre,Health Centre,Tampion,Government,9.834970,-0.779940
Northern,Sawla-Tuna-Kalba,Gindabuo Health Centre,Health Centre,Gindabuo,Government,9.629360,-2.459840
Northern,Sawla-Tuna-Kalba,Kalba  Health Centre,Health Centre,Kalba,CHAG,9.548790,-2.665090
Northern,Sawla-Tuna-Kalba,Sawla Health Centre,Health Centre,Sawla,Government,9.267600,-2.406240
Northern,Sawla-Tuna-Kalba,Ever Green Maternity Home,Maternity Home,Sawla,Private,9.273560,-2.414000
Northern,Sawla-Tuna-Kalba,Friends Maternity Home,Maternity Home,Sawla,Private,9.270940,-2.415420
Northern,Sawla-Tuna-Kalba,S awla Health  Centre,Health Centre,Sawla,Government,9.267600,-2.406100
Northern,Sawla-Tuna-Kalba,Sawla Tuna Kalba District Health Directorate,District Health Directorate,Sawla,Government,9.267600,-2.406310
Northern,Sawla-Tuna-Kalba,Tuna Health Centre,Health Centre,Tuna,CHAG,9.492460,-2.418750
Northern,Sawla-Tuna-Kalba,Soma CHPS,CHPS,Soma,Government,9.464240,-2.317600
Northern,Sawla-Tuna-Kalba,Kulmasa CHPS,CHPS,Kulmasa,Government,9.691860,-2.488050
Northern,Tamale Metropolitan,Industrial Area Health Centre,Health Centre,Industrial Area,Government,9.392190,-0.861010
Northern,Tamale Metropolitan,Bilpela Health Centre,Health Centre,Bulpela,Government,9.389140,-0.842020
Northern,Tamale Metropolitan,Deahas Maternity Home,Maternity Home,Lamashegu,Private,9.391690,-0.349070
Northern,Tamale Metropolitan,Kpanvo Health Centre,Health Centre,Kpanvo,Government,9.371190,-0.827840
Northern,Tamale Metropolitan,Choggu RCH,RCH,Choggu,CHAG,9.424720,-0.850390
Northern,Tamale Metropolitan,Shekina Health Centre,Health Centre,Gurugu,Government,9.455450,-0.871080
Northern,Tamale Metropolitan,Fulera Maternity Home,Maternity Home,Choggu Yapalsi,Private,9.432370,-0.860830
Northern,Tamale Metropolitan,As-Salam Materniyt Home,Maternity Home,Sabonjida,Government,9.398690,-0.844190
Northern,Tamale Metropolitan,Bagabaga Clinic,Clinic,Bagabaga,Government,9.421760,-0.868640
Northern,Tamale Metropolitan,Nyohini  Clinic,Clinic,Nyohini,Government,9.400970,-0.867690
Northern,Tamale Metropolitan,Gariziegu Clinic,Clinic,Gariziegu,Government,9.398450,-0.830870
Northern,Tamale Metropolitan,Sanerigu RCH,RCH,Nyohini,Government,9.401140,-0.867540
Northern,Tamale Metropolitan,Rev. Tyers Momeral Clinic,Clinic,Kalpohini,Private,9.417240,-0.828320
Northern,Tamale Metropolitan,ABF Medical Center,Health Centre,Kamina,Quasi-Government,9.539220,-0.852490
Northern,Tamale Metropolitan,Tamale School of Hygiene,Training Institution,Zagyuri,Government,9.460470,-0.843700
Northern,Tamale Metropolitan,Kalpohini Health Centre,Health Centre,Kalpohini,Government,9.421590,-0.824810
Northern,Tamale Metropolitan,Tania Specialist,Hospital,Jusonayilli,Government,9.448170,-0.848840
Northern,Tamale Metropolitan,6mrs Kamina Health Centre,Health Centre,Kamina,Quasi-Government,9.461480,-0.848700
Northern,Tamale Metropolitan,Haj Adams Health Centre,Health Centre,Sabonjida,Government,9.401790,-0.845970
Northern,Tamale Metropolitan,Tamale West Hospital,District Hospital,Zogyele,Government,9.400460,-0.850300
Northern,Tamale Metropolitan,Tamale Metropolitan Health Directorate,Metropolitan Health Directorate,Agric,Government,9.434960,-0.841700
Northern,Tamale Metropolitan,Regional Health Directorate,Regional Health Directorate,Ministries,Government,9.242500,-0.502030
Northern,Tamale Metropolitan,Tamale Central RCH,RCH,Changli,Government,9.243140,-0.502360
Northern,Tamale Metropolitan,Rabito Clinic,Clinic,Rivoly,Private,9.406530,-0.841180
Northern,Tamale Metropolitan,SDA Hospital,Hospital,Tamale,CHAG,9.399740,-0.831800
Northern,Tamale Metropolitan,Tamale Central  Hospital,Regional Hospital,Zobogu,Government,9.241880,-0.501410
